"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
"50","services","married","secondary","no","128","no","no","cellular","19","aug","173","1","-1","0","unknown","no"
"51","admin.","single","secondary","no","3132","no","no","unknown","13","may","459","1","-1","0","unknown","no"
"29","housemaid","single","secondary","no","4537","yes","no","telephone","5","may","29","1","-1","0","unknown","no"
"44","services","married","secondary","no","1106","yes","no","telephone","19","nov","178","5","119","11","failure","no"
"49","management","divorced","tertiary","no","178","no","no","cellular","6","aug","174","2","-1","0","unknown","no"
"51","blue-collar","married","secondary","no","707","yes","no","telephone","13","may","97","5","-1","0","unknown","no"
"39","management","married","tertiary","no","-409","yes","no","cellular","29","jul","590","23","-1","0","unknown","no"
"48","blue-collar","married","secondary","no","5241","yes","no","unknown","29","may","158","1","-1","0","unknown","no"
"45","blue-collar","married","primary","no","186","no","no","unknown","20","jun","554","2","-1","0","unknown","no"
"40","housemaid","married","primary","no","224","yes","no","cellular","29","jul","138","3","-1","0","unknown","no"
"43","services","single","secondary","no","848","no","no","unknown","5","jun","168","2","-1","0","unknown","no"
"36","management","married","tertiary","no","1125","yes","yes","unknown","16","may","339","5","-1","0","unknown","no"
"52","management","single","tertiary","no","4","no","yes","cellular","28","jul","30","9","-1","0","unknown","no"
"32","blue-collar","married","primary","no","252","yes","no","cellular","15","may","52","1","-1","0","unknown","no"
"32","technician","married","secondary","no","5122","no","no","cellular","13","aug","31","1","-1","0","unknown","no"
"59","services","married","secondary","no","0","yes","no","telephone","11","may","437","2","361","5","failure","no"
"41","technician","divorced","tertiary","no","24055","no","yes","unknown","20","jun","132","1","-1","0","unknown","no"
"58","retired","single","secondary","no","1640","no","yes","cellular","4","feb","72","6","274","4","failure","no"
"36","services","married","secondary","no","924","yes","yes","cellular","20","apr","173","4","-1","0","unknown","no"
"33","entrepreneur","married","tertiary","no","0","no","no","cellular","20","nov","232","1","-1","0","unknown","no"
"54","blue-collar","single","unknown","no","6622","no","no","unknown","17","jun","83","1","-1","0","unknown","no"
"37","management","married","tertiary","no","425","yes","no","unknown","20","may","226","1","-1","0","unknown","no"
"47","admin.","married","secondary","no","0","yes","no","cellular","15","jul","56","4","-1","0","unknown","no"
"45","management","married","tertiary","no","876","no","no","unknown","16","may","178","1","-1","0","unknown","no"
"26","management","single","tertiary","no","531","no","yes","unknown","27","may","57","1","-1","0","unknown","no"
"41","services","married","secondary","no","446","yes","no","cellular","18","nov","296","1","186","1","success","no"
"32","self-employed","single","tertiary","no","12269","no","no","unknown","16","may","141","1","-1","0","unknown","no"
"37","management","single","tertiary","no","1379","yes","no","unknown","23","may","319","3","-1","0","unknown","no"
"53","housemaid","married","primary","no","0","no","no","unknown","24","jun","51","8","-1","0","unknown","no"
"33","technician","single","tertiary","no","2412","yes","no","cellular","14","may","91","1","356","2","other","no"
"44","admin.","single","secondary","no","-84","yes","no","unknown","8","may","32","3","-1","0","unknown","no"
"36","self-employed","single","tertiary","no","2000","no","no","unknown","6","jun","94","1","-1","0","unknown","no"
"51","management","divorced","tertiary","no","93","yes","yes","cellular","6","may","221","1","-1","0","unknown","no"
"51","admin.","married","secondary","no","684","yes","no","cellular","20","nov","68","1","-1","0","unknown","no"
"53","management","married","tertiary","no","6571","no","no","cellular","3","feb","208","1","-1","0","unknown","yes"
"58","retired","married","secondary","no","2714","no","no","cellular","26","may","165","1","287","2","failure","yes"
"33","management","single","tertiary","no","576","no","no","cellular","25","may","220","1","111","2","other","no"
"42","management","married","unknown","no","933","no","no","cellular","18","may","212","1","-1","0","unknown","no"
"24","technician","single","secondary","no","135","yes","yes","cellular","18","may","250","1","-1","0","unknown","no"
"44","management","married","primary","no","5418","yes","yes","cellular","28","jul","58","5","-1","0","unknown","no"
"26","management","married","tertiary","no","17","no","yes","cellular","11","jul","522","1","-1","0","unknown","no"
"30","self-employed","married","tertiary","no","1050","no","no","cellular","21","nov","58","2","-1","0","unknown","no"
"47","management","divorced","tertiary","no","0","no","no","cellular","14","jul","122","2","-1","0","unknown","no"
"28","services","single","tertiary","no","2938","yes","no","cellular","23","jul","184","2","-1","0","unknown","no"
"80","retired","married","secondary","no","173","no","no","cellular","2","aug","87","3","-1","0","unknown","no"
"33","self-employed","married","tertiary","no","416","yes","yes","unknown","23","may","290","1","-1","0","unknown","no"
"58","retired","married","secondary","no","2836","no","no","unknown","6","jun","248","2","-1","0","unknown","no"
"59","admin.","married","secondary","no","1089","no","no","telephone","3","feb","264","2","-1","0","unknown","no"
"40","blue-collar","married","unknown","no","247","yes","no","cellular","18","may","77","3","-1","0","unknown","no"
"49","management","divorced","tertiary","no","351","yes","no","cellular","21","jul","356","2","-1","0","unknown","no"
"41","technician","divorced","secondary","no","0","yes","no","cellular","17","nov","386","2","-1","0","unknown","no"
"63","management","married","tertiary","no","5112","no","no","telephone","13","nov","2184","2","95","3","failure","yes"
"37","entrepreneur","married","secondary","no","35","yes","yes","unknown","27","may","73","6","-1","0","unknown","no"
"31","management","single","tertiary","no","1289","yes","no","cellular","12","aug","264","3","-1","0","unknown","no"
"28","technician","single","secondary","no","154","yes","no","cellular","18","feb","416","2","-1","0","unknown","yes"
"63","retired","married","secondary","no","1612","no","no","cellular","19","aug","399","2","183","2","success","no"
"38","blue-collar","married","secondary","no","117","yes","no","cellular","7","may","54","1","337","1","failure","no"
"37","admin.","divorced","secondary","no","5768","yes","no","cellular","18","may","297","1","-1","0","unknown","no"
"48","blue-collar","divorced","primary","no","-18","yes","no","unknown","8","may","11","1","-1","0","unknown","no"
"38","blue-collar","married","secondary","no","121","yes","yes","cellular","9","jul","80","2","-1","0","unknown","no"
"37","blue-collar","single","secondary","no","90","yes","no","cellular","17","apr","416","1","340","5","failure","no"
"40","blue-collar","divorced","secondary","no","393","yes","yes","cellular","17","jul","291","2","-1","0","unknown","no"
"36","management","married","tertiary","no","1619","yes","no","cellular","21","nov","106","2","-1","0","unknown","no"
"26","student","single","tertiary","no","5169","yes","no","cellular","25","may","397","1","35","2","failure","yes"
"57","services","married","secondary","no","2745","yes","no","unknown","17","jun","167","2","-1","0","unknown","no"
"41","technician","married","secondary","no","0","no","no","unknown","20","jun","267","2","-1","0","unknown","no"
"56","blue-collar","married","secondary","no","2395","no","no","cellular","12","aug","150","2","-1","0","unknown","no"
"72","retired","divorced","tertiary","no","438","no","no","cellular","23","feb","279","1","-1","0","unknown","yes"
"31","technician","married","secondary","no","793","no","no","cellular","19","nov","755","1","-1","0","unknown","no"
"54","technician","divorced","secondary","no","136","no","yes","cellular","10","jul","151","4","-1","0","unknown","no"
"33","blue-collar","married","secondary","no","-241","yes","yes","cellular","4","feb","117","1","253","1","failure","no"
"52","management","divorced","tertiary","no","427","no","yes","telephone","20","nov","36","3","-1","0","unknown","no"
"32","management","married","tertiary","no","1337","no","no","cellular","13","aug","283","2","-1","0","unknown","no"
"62","retired","married","secondary","no","2917","no","no","cellular","12","apr","147","1","188","1","success","no"
"33","admin.","divorced","secondary","no","140","yes","no","unknown","8","may","139","1","-1","0","unknown","no"
"32","management","single","tertiary","no","-217","yes","yes","cellular","18","aug","129","4","-1","0","unknown","no"
"42","management","married","unknown","no","1519","no","no","cellular","19","oct","230","1","92","1","success","yes"
"27","admin.","single","secondary","no","15","no","yes","cellular","21","jul","177","1","-1","0","unknown","no"
"48","management","married","primary","no","0","yes","no","unknown","5","jun","107","1","-1","0","unknown","no"
"48","management","divorced","tertiary","no","84","yes","no","cellular","8","may","14","5","364","5","failure","no"
"38","technician","married","secondary","no","0","no","no","cellular","25","aug","431","5","-1","0","unknown","no"
"51","self-employed","married","tertiary","no","150","no","no","unknown","9","jun","146","1","-1","0","unknown","no"
"45","management","married","tertiary","no","2671","no","no","cellular","14","aug","94","4","-1","0","unknown","yes"
"37","management","married","tertiary","no","4174","no","no","cellular","22","apr","183","5","-1","0","unknown","no"
"55","blue-collar","married","primary","no","771","no","no","cellular","29","aug","98","19","-1","0","unknown","no"
"44","technician","married","secondary","no","736","yes","no","telephone","14","may","210","2","-1","0","unknown","no"
"41","admin.","single","secondary","no","-109","yes","yes","cellular","11","may","1038","1","370","1","failure","yes"
"43","admin.","married","secondary","no","0","yes","no","cellular","4","feb","175","1","-1","0","unknown","no"
"56","blue-collar","married","secondary","no","0","no","no","cellular","19","aug","432","15","-1","0","unknown","no"
"40","admin.","single","secondary","no","1112","yes","no","cellular","15","may","104","2","-1","0","unknown","no"
"49","services","married","secondary","no","725","no","yes","unknown","14","jul","70","1","-1","0","unknown","no"
"45","blue-collar","married","secondary","no","17","yes","no","cellular","18","nov","66","1","152","14","failure","no"
"26","management","single","tertiary","no","1370","no","no","cellular","25","mar","231","1","295","1","other","no"
"57","retired","married","secondary","no","49","yes","yes","cellular","25","aug","93","4","-1","0","unknown","no"
"43","management","divorced","secondary","no","1387","no","no","telephone","23","jul","296","2","-1","0","unknown","no"
"46","blue-collar","married","secondary","no","756","yes","no","unknown","15","may","401","7","-1","0","unknown","no"
"40","housemaid","married","secondary","no","0","no","no","cellular","19","nov","107","3","-1","0","unknown","no"
"34","blue-collar","divorced","secondary","no","1125","yes","yes","cellular","19","nov","141","2","-1","0","unknown","no"
"47","housemaid","married","secondary","no","582","no","no","cellular","13","aug","73","1","-1","0","unknown","no"
"30","technician","single","tertiary","no","91","yes","yes","cellular","10","jul","179","1","-1","0","unknown","no"
"58","admin.","married","secondary","no","580","no","yes","telephone","2","feb","161","3","5","3","other","no"
"46","management","single","tertiary","no","6651","no","no","cellular","22","may","114","1","60","1","failure","no"
"34","services","divorced","secondary","no","0","yes","yes","unknown","20","may","203","1","-1","0","unknown","no"
"40","blue-collar","married","primary","yes","11","yes","yes","unknown","5","jun","83","3","-1","0","unknown","no"
"46","admin.","married","secondary","no","1069","yes","no","unknown","8","may","45","2","-1","0","unknown","no"
"48","blue-collar","married","secondary","no","709","yes","no","cellular","13","may","117","2","278","3","other","no"
"32","technician","single","secondary","no","0","yes","yes","unknown","26","may","916","2","-1","0","unknown","no"
"50","technician","married","secondary","no","85","no","no","cellular","14","jul","130","3","-1","0","unknown","no"
"32","services","single","tertiary","no","1743","yes","no","cellular","1","apr","1156","1","261","3","other","no"
"60","management","married","tertiary","no","3824","no","no","cellular","1","jun","195","3","-1","0","unknown","no"
"36","entrepreneur","married","secondary","no","313","yes","no","cellular","29","jan","167","2","198","1","failure","no"
"35","housemaid","married","tertiary","no","11219","no","no","cellular","23","feb","135","1","195","3","failure","no"
"32","blue-collar","divorced","secondary","no","3","yes","no","unknown","26","may","114","3","-1","0","unknown","no"
"57","blue-collar","married","secondary","no","1316","no","no","cellular","28","jan","221","2","182","5","failure","no"
"50","entrepreneur","married","tertiary","no","2442","no","no","cellular","3","feb","145","1","-1","0","unknown","no"
"32","admin.","married","secondary","no","3052","yes","yes","cellular","20","apr","253","3","151","4","failure","no"
"59","retired","married","secondary","no","566","no","no","cellular","12","aug","464","4","-1","0","unknown","no"
"38","management","single","tertiary","no","3141","no","no","cellular","9","nov","347","4","189","2","success","yes"
"32","housemaid","married","secondary","no","3469","no","no","cellular","7","aug","306","2","-1","0","unknown","no"
"48","management","single","tertiary","no","505","no","no","cellular","26","aug","320","5","-1","0","unknown","no"
"50","unemployed","divorced","unknown","no","1088","no","no","cellular","2","feb","749","1","-1","0","unknown","yes"
"41","management","married","tertiary","no","9935","no","no","telephone","21","nov","49","1","-1","0","unknown","no"
"28","services","single","secondary","no","123","yes","no","cellular","6","may","115","1","359","3","failure","no"
"54","entrepreneur","divorced","secondary","no","104","yes","no","unknown","12","may","391","1","-1","0","unknown","no"
"46","technician","single","secondary","no","4367","yes","no","cellular","3","jun","65","1","96","1","failure","no"
"51","admin.","married","secondary","no","3","no","yes","unknown","23","may","259","2","-1","0","unknown","no"
"37","technician","married","secondary","no","135","yes","no","cellular","12","may","268","3","-1","0","unknown","no"
"29","blue-collar","married","secondary","no","-20","yes","no","cellular","7","may","140","3","-1","0","unknown","no"
"59","technician","married","secondary","no","135","yes","yes","cellular","23","jul","416","4","-1","0","unknown","yes"
"46","management","divorced","tertiary","no","665","yes","no","cellular","2","feb","158","2","207","1","other","no"
"29","unemployed","single","primary","no","115","no","no","cellular","29","jan","61","2","-1","0","unknown","no"
"45","entrepreneur","married","tertiary","no","169","no","no","cellular","7","aug","391","4","-1","0","unknown","no"
"57","housemaid","married","primary","no","3570","no","no","unknown","9","jun","233","2","-1","0","unknown","no"
"41","services","married","unknown","no","88","yes","no","cellular","11","may","105","1","336","2","failure","no"
"41","housemaid","married","primary","no","216","no","no","cellular","13","aug","152","2","-1","0","unknown","no"
"41","entrepreneur","married","tertiary","no","340","yes","no","cellular","16","jul","206","2","-1","0","unknown","no"
"35","admin.","married","secondary","no","0","no","no","cellular","7","jul","78","11","-1","0","unknown","no"
"28","unemployed","single","secondary","no","1055","no","no","cellular","28","jan","196","1","-1","0","unknown","no"
"37","technician","married","secondary","no","1309","yes","no","cellular","28","aug","77","4","-1","0","unknown","no"
"41","admin.","single","secondary","no","0","no","no","telephone","25","jul","286","2","-1","0","unknown","no"
"44","management","married","secondary","no","438","yes","no","telephone","8","may","37","3","303","1","failure","no"
"59","technician","married","primary","no","309","no","yes","cellular","29","jul","25","5","-1","0","unknown","no"
"38","management","married","tertiary","no","258","yes","no","unknown","13","may","124","3","-1","0","unknown","no"
"25","blue-collar","single","secondary","no","1857","yes","no","cellular","13","jul","195","2","91","10","success","yes"
"53","management","married","tertiary","no","583","no","no","cellular","17","nov","226","1","184","4","success","yes"
"51","housemaid","married","primary","no","618","yes","yes","cellular","4","feb","69","1","-1","0","unknown","no"
"57","admin.","divorced","secondary","no","1403","yes","no","cellular","16","jul","547","2","-1","0","unknown","no"
"54","services","married","secondary","no","2061","yes","no","telephone","31","jul","301","7","-1","0","unknown","no"
"45","blue-collar","married","primary","no","804","yes","no","unknown","16","may","528","1","-1","0","unknown","yes"
"44","management","married","tertiary","no","1058","no","no","cellular","11","mar","188","3","-1","0","unknown","yes"
"31","services","single","tertiary","no","10122","yes","no","cellular","25","jul","63","1","-1","0","unknown","no"
"54","technician","married","secondary","no","658","no","no","cellular","12","aug","398","4","-1","0","unknown","no"
"38","admin.","married","secondary","no","545","no","no","unknown","12","jun","436","1","-1","0","unknown","no"
"41","management","married","tertiary","no","1773","no","no","unknown","8","may","106","1","-1","0","unknown","no"
"35","blue-collar","single","primary","no","246","no","no","cellular","14","may","157","2","345","5","failure","no"
"36","blue-collar","divorced","primary","no","0","no","no","cellular","14","may","543","2","-1","0","unknown","no"
"27","management","single","secondary","no","967","yes","no","unknown","21","may","162","1","-1","0","unknown","no"
"68","retired","married","primary","no","1759","no","no","telephone","8","apr","185","1","-1","0","unknown","no"
"54","blue-collar","married","primary","no","0","no","no","unknown","16","jun","101","6","-1","0","unknown","no"
"32","blue-collar","married","secondary","no","1780","yes","yes","unknown","3","jun","238","6","-1","0","unknown","no"
"60","admin.","single","secondary","no","3916","no","no","unknown","18","jun","18","5","-1","0","unknown","no"
"47","technician","married","tertiary","no","1127","no","no","cellular","11","aug","133","6","-1","0","unknown","no"
"36","admin.","married","secondary","no","614","yes","no","unknown","23","may","13","5","-1","0","unknown","no"
"34","blue-collar","single","primary","no","79","no","no","telephone","10","jul","336","4","-1","0","unknown","yes"
"39","entrepreneur","divorced","tertiary","yes","-251","no","no","unknown","20","jun","421","6","-1","0","unknown","no"
"36","technician","married","tertiary","no","4596","yes","no","cellular","16","apr","901","2","-1","0","unknown","yes"
"40","admin.","married","secondary","no","67","no","no","cellular","21","nov","199","2","-1","0","unknown","no"
"27","student","single","secondary","no","538","no","no","cellular","18","dec","170","4","197","2","success","yes"
"37","blue-collar","married","secondary","no","2364","yes","no","cellular","12","may","40","4","-1","0","unknown","no"
"27","blue-collar","married","secondary","no","4333","no","no","cellular","20","apr","163","1","-1","0","unknown","yes"
"27","blue-collar","married","secondary","no","-330","yes","yes","cellular","14","may","88","1","353","2","failure","no"
"37","blue-collar","single","primary","no","0","no","no","unknown","5","jun","39","1","-1","0","unknown","no"
"37","entrepreneur","married","tertiary","no","404","yes","no","cellular","28","jul","55","10","-1","0","unknown","no"
"54","management","married","tertiary","no","1090","no","no","cellular","21","aug","160","7","-1","0","unknown","no"
"53","admin.","married","secondary","no","2851","no","yes","telephone","1","jun","89","1","119","1","failure","no"
"42","services","single","secondary","no","3403","yes","no","cellular","7","aug","215","1","99","1","failure","yes"
"38","technician","single","secondary","no","615","yes","no","unknown","2","jun","215","1","-1","0","unknown","no"
"30","technician","single","secondary","no","4787","yes","no","cellular","18","nov","266","1","167","2","failure","no"
"43","blue-collar","married","primary","no","61","yes","no","unknown","7","may","261","1","-1","0","unknown","no"
"47","technician","married","secondary","no","332","yes","no","cellular","2","feb","276","1","269","1","success","no"
"54","management","married","tertiary","no","1146","yes","no","cellular","12","aug","205","2","-1","0","unknown","no"
"55","management","married","unknown","yes","-171","yes","no","unknown","15","may","30","2","-1","0","unknown","no"
"32","management","single","tertiary","no","135","yes","yes","cellular","18","nov","67","1","-1","0","unknown","no"
"33","management","married","tertiary","no","85","yes","no","cellular","22","jul","702","2","-1","0","unknown","no"
"52","admin.","married","primary","no","6286","no","no","cellular","19","nov","288","1","-1","0","unknown","no"
"74","retired","married","tertiary","no","1124","no","no","telephone","13","oct","200","2","-1","0","unknown","no"
"50","blue-collar","married","primary","no","82","no","no","telephone","5","apr","456","1","-1","0","unknown","yes"
"31","technician","married","secondary","no","2440","no","no","cellular","6","nov","312","1","-1","0","unknown","no"
"40","services","married","secondary","no","5807","yes","no","unknown","20","jun","98","1","-1","0","unknown","no"
"58","retired","married","secondary","no","5523","no","no","unknown","20","jun","141","1","-1","0","unknown","no"
"44","unemployed","married","secondary","no","-407","yes","no","unknown","9","may","119","2","-1","0","unknown","no"
"45","management","married","tertiary","no","96","yes","no","cellular","16","jul","202","1","-1","0","unknown","no"
"30","services","divorced","primary","no","459","yes","no","cellular","18","jul","494","1","-1","0","unknown","yes"
"26","student","single","secondary","no","3096","yes","no","unknown","14","may","107","1","-1","0","unknown","no"
"34","technician","single","tertiary","no","228","yes","no","cellular","22","jul","387","4","-1","0","unknown","no"
"32","technician","single","tertiary","no","6281","yes","no","unknown","3","jun","1336","4","-1","0","unknown","yes"
"55","retired","married","secondary","no","143","yes","no","unknown","6","may","42","3","-1","0","unknown","no"
"36","housemaid","single","secondary","no","28","no","yes","cellular","11","aug","149","2","-1","0","unknown","no"
"38","blue-collar","divorced","secondary","no","0","yes","no","cellular","21","oct","576","1","183","4","success","yes"
"50","admin.","married","secondary","no","2971","no","no","cellular","9","jun","722","2","-1","0","unknown","no"
"40","entrepreneur","married","tertiary","no","1024","no","no","cellular","19","nov","723","1","-1","0","unknown","no"
"31","admin.","single","secondary","no","358","yes","no","unknown","14","may","180","1","-1","0","unknown","no"
"51","unemployed","married","primary","no","0","no","no","cellular","29","jul","132","2","-1","0","unknown","no"
"36","management","married","secondary","no","3","no","no","cellular","14","aug","250","2","-1","0","unknown","no"
"45","blue-collar","married","primary","no","-175","yes","yes","unknown","28","may","215","2","-1","0","unknown","no"
"27","unemployed","single","tertiary","no","1","no","no","cellular","3","feb","65","2","-1","0","unknown","no"
"32","technician","married","secondary","no","0","no","no","cellular","6","aug","254","2","-1","0","unknown","no"
"31","blue-collar","single","primary","no","2488","yes","no","cellular","20","apr","14","1","-1","0","unknown","no"
"45","management","single","tertiary","no","2532","no","no","cellular","29","jul","64","6","-1","0","unknown","no"
"31","unemployed","single","primary","no","3652","no","no","cellular","1","jun","285","1","-1","0","unknown","no"
"25","technician","single","tertiary","no","2206","yes","no","cellular","15","jun","114","1","-1","0","unknown","no"
"40","management","married","tertiary","no","3185","no","no","cellular","18","nov","109","1","-1","0","unknown","no"
"54","blue-collar","married","secondary","no","548","no","no","cellular","18","aug","520","7","-1","0","unknown","yes"
"39","unemployed","married","tertiary","no","529","yes","yes","cellular","21","nov","673","1","-1","0","unknown","no"
"59","blue-collar","married","primary","no","625","no","no","cellular","9","jul","133","1","-1","0","unknown","no"
"57","technician","married","secondary","no","6164","no","no","cellular","19","nov","161","2","-1","0","unknown","no"
"38","blue-collar","married","primary","no","15477","no","no","unknown","20","jun","114","2","-1","0","unknown","no"
"28","services","married","secondary","no","-112","yes","yes","cellular","17","apr","73","2","-1","0","unknown","no"
"36","admin.","divorced","secondary","no","0","yes","no","unknown","7","may","133","2","-1","0","unknown","no"
"30","admin.","single","secondary","no","732","yes","no","cellular","28","jan","445","1","223","1","failure","no"
"59","technician","married","secondary","no","259","no","no","cellular","18","mar","224","1","-1","0","unknown","yes"
"35","admin.","single","secondary","no","663","yes","no","cellular","2","apr","359","3","-1","0","unknown","no"
"60","retired","married","secondary","no","523","no","no","cellular","11","feb","467","1","182","3","success","yes"
"34","blue-collar","married","tertiary","no","748","yes","yes","cellular","6","may","161","1","-1","0","unknown","no"
"37","blue-collar","married","primary","no","3370","yes","no","cellular","20","nov","156","4","-1","0","unknown","no"
"55","technician","single","secondary","no","99","yes","no","cellular","12","may","300","1","370","3","failure","no"
"49","blue-collar","married","primary","no","226","yes","no","unknown","19","jun","326","5","-1","0","unknown","no"
"39","admin.","divorced","secondary","no","536","no","no","cellular","28","jan","29","1","-1","0","unknown","no"
"40","blue-collar","married","primary","no","669","yes","no","unknown","26","may","161","3","-1","0","unknown","no"
"45","entrepreneur","married","tertiary","no","1503","no","no","cellular","17","nov","212","3","-1","0","unknown","no"
"31","blue-collar","single","secondary","no","-78","yes","yes","unknown","23","may","198","2","-1","0","unknown","no"
"36","management","married","tertiary","no","9324","yes","no","cellular","30","mar","138","8","-1","0","unknown","no"
"38","services","married","secondary","no","309","no","no","unknown","12","jun","160","2","-1","0","unknown","no"
"55","technician","married","secondary","no","517","yes","yes","unknown","19","may","61","4","-1","0","unknown","no"
"36","blue-collar","married","secondary","no","306","no","no","cellular","31","jul","43","3","-1","0","unknown","no"
"41","blue-collar","married","primary","no","6596","yes","no","cellular","20","nov","88","1","-1","0","unknown","no"
"33","management","married","tertiary","no","1323","no","no","cellular","1","jun","327","1","-1","0","unknown","yes"
"57","services","married","secondary","no","1113","no","no","cellular","26","aug","264","20","-1","0","unknown","no"
"36","blue-collar","divorced","secondary","no","808","no","no","unknown","16","jun","163","1","-1","0","unknown","no"
"39","admin.","married","secondary","no","0","yes","no","cellular","17","jul","69","1","-1","0","unknown","no"
"41","management","married","tertiary","no","371","yes","no","cellular","28","jul","81","8","-1","0","unknown","no"
"51","management","married","primary","no","33","yes","no","cellular","24","jul","624","2","-1","0","unknown","no"
"31","blue-collar","married","secondary","no","-282","yes","yes","unknown","2","jun","108","1","-1","0","unknown","no"
"34","admin.","divorced","secondary","no","661","yes","no","cellular","3","feb","122","1","96","9","other","no"
"29","blue-collar","single","tertiary","no","11310","yes","no","cellular","30","jul","436","3","-1","0","unknown","no"
"38","management","single","unknown","no","715","yes","no","cellular","21","nov","140","1","185","2","failure","no"
"55","self-employed","divorced","secondary","no","0","no","no","cellular","29","jul","94","2","-1","0","unknown","no"
"43","management","married","tertiary","no","46","no","no","cellular","27","aug","63","8","-1","0","unknown","no"
"49","management","divorced","tertiary","no","20727","no","no","cellular","20","nov","88","2","-1","0","unknown","no"
"38","technician","married","secondary","no","196","no","no","cellular","22","aug","252","2","-1","0","unknown","no"
"27","admin.","divorced","secondary","no","0","no","yes","cellular","14","jul","227","4","-1","0","unknown","no"
"34","services","married","secondary","no","279","yes","no","unknown","27","may","498","1","-1","0","unknown","no"
"51","housemaid","married","primary","no","289","no","no","unknown","14","may","97","5","-1","0","unknown","no"
"58","retired","married","secondary","no","1172","no","no","cellular","31","jul","86","1","-1","0","unknown","no"
"41","services","married","secondary","no","366","yes","yes","cellular","2","jul","237","2","-1","0","unknown","no"
"48","unemployed","married","secondary","no","41","yes","no","unknown","5","may","179","2","-1","0","unknown","no"
"29","management","married","tertiary","no","85","yes","yes","cellular","18","may","26","1","-1","0","unknown","no"
"41","management","married","tertiary","no","326","yes","no","cellular","5","may","788","1","-1","0","unknown","yes"
"34","management","single","tertiary","no","2570","no","no","unknown","28","may","190","3","-1","0","unknown","no"
"45","admin.","married","secondary","no","111","yes","no","cellular","11","aug","173","1","-1","0","unknown","no"
"56","retired","married","primary","no","681","no","no","cellular","20","aug","204","4","-1","0","unknown","no"
"33","blue-collar","single","tertiary","no","457","yes","no","cellular","30","jan","159","1","191","4","failure","no"
"39","admin.","single","secondary","no","0","yes","no","unknown","5","jun","22","1","-1","0","unknown","no"
"40","management","divorced","tertiary","no","9541","no","no","cellular","20","nov","128","2","189","1","failure","no"
"32","services","married","secondary","no","-489","yes","yes","cellular","18","may","93","1","180","3","failure","no"
"28","blue-collar","single","primary","no","16","yes","no","cellular","8","may","217","7","-1","0","unknown","no"
"30","management","single","tertiary","no","320","no","no","cellular","26","may","140","1","-1","0","unknown","no"
"35","blue-collar","married","secondary","no","450","no","no","cellular","20","nov","95","2","-1","0","unknown","no"
"63","retired","married","tertiary","no","937","no","no","cellular","28","oct","219","2","-1","0","unknown","no"
"55","management","married","primary","no","113","no","no","cellular","12","aug","306","1","457","3","failure","yes"
"43","retired","single","secondary","no","53","no","no","telephone","5","feb","305","4","-1","0","unknown","no"
"42","admin.","married","secondary","no","0","yes","yes","cellular","20","apr","58","4","-1","0","unknown","no"
"50","admin.","married","secondary","no","2955","no","no","cellular","14","jan","166","1","-1","0","unknown","no"
"46","technician","married","secondary","no","966","yes","yes","cellular","19","aug","40","2","-1","0","unknown","no"
"78","retired","married","unknown","no","38","no","no","telephone","4","aug","156","1","1","3","other","no"
"32","admin.","divorced","secondary","no","138","yes","yes","unknown","20","may","158","1","-1","0","unknown","no"
"33","services","married","secondary","no","162","yes","no","cellular","13","may","135","1","364","2","failure","no"
"37","services","married","secondary","no","144","yes","no","cellular","20","apr","724","2","-1","0","unknown","no"
"45","services","married","primary","no","266","yes","no","cellular","4","aug","376","2","-1","0","unknown","no"
"27","student","single","tertiary","no","-148","yes","no","cellular","11","sep","146","3","224","1","other","no"
"33","admin.","married","tertiary","no","69","no","yes","cellular","4","may","77","2","-1","0","unknown","no"
"41","blue-collar","single","unknown","no","387","no","no","unknown","20","jun","114","10","-1","0","unknown","no"
"29","student","single","unknown","no","2929","no","no","cellular","11","aug","91","1","-1","0","unknown","no"
"37","management","married","tertiary","no","489","yes","no","cellular","21","nov","202","1","106","5","failure","no"
"28","self-employed","single","secondary","no","3761","no","yes","cellular","23","jul","623","3","-1","0","unknown","no"
"39","technician","married","secondary","no","738","no","yes","cellular","29","jul","90","2","-1","0","unknown","no"
"50","technician","married","tertiary","no","199","yes","yes","cellular","3","feb","116","2","253","1","failure","no"
"27","technician","single","tertiary","no","4661","no","no","cellular","8","apr","114","1","-1","0","unknown","yes"
"33","management","single","tertiary","no","1590","no","no","cellular","29","jan","57","1","-1","0","unknown","no"
"46","services","married","secondary","no","216","yes","no","unknown","6","may","524","2","-1","0","unknown","no"
"45","blue-collar","married","primary","no","419","no","no","cellular","18","aug","113","4","-1","0","unknown","no"
"39","management","married","secondary","no","11835","yes","no","cellular","11","aug","744","2","-1","0","unknown","yes"
"30","management","single","tertiary","no","-218","yes","no","cellular","27","aug","13","15","-1","0","unknown","no"
"36","technician","divorced","secondary","no","666","yes","yes","cellular","3","apr","190","1","133","1","other","no"
"31","unemployed","single","primary","no","0","yes","no","unknown","15","may","24","18","-1","0","unknown","no"
"35","services","single","secondary","no","2110","no","yes","cellular","7","jul","39","1","-1","0","unknown","no"
"58","technician","divorced","secondary","no","0","yes","no","unknown","26","may","273","2","-1","0","unknown","no"
"33","management","single","tertiary","no","726","no","no","cellular","28","jan","219","1","-1","0","unknown","no"
"52","management","married","tertiary","no","809","no","no","cellular","4","aug","121","1","-1","0","unknown","no"
